23112024;13:06:21;000000000000000000000
23112024;13:06:22;000000000000000000000
23112024;13:06:23;000000000000000000000
23112024;13:06:24;000000000000000000000
23112024;13:06:25;000000000000000000000
23112024;13:06:26;000000000000000000000
23112024;13:06:27;000000000000000000000
23112024;13:06:29;000000000000000000000
23112024;13:06:30;000000000000000000000
23112024;13:06:31;000000000000000000000
23112024;13:06:33;000000000000000000000
23112024;13:36:00;000000000000000000000
23112024;13:36:01;000000000000000000000
23112024;13:36:02;000000000000000000000
23112024;13:36:03;000000000000000000000
23112024;13:41:10;???
23112024;13:41:11;???
23112024;13:41:12;???
23112024;13:41:14;???
23112024;13:41:15;???
23112024;13:41:16;???
23112024;13:41:17;???
23112024;13:41:18;???
23112024;13:41:19;???
23112024;13:41:20;???
23112024;13:41:21;???
23112024;13:41:22;???
23112024;13:41:23;???
23112024;13:41:24;???
23112024;13:41:25;???
23112024;13:41:26;???
23112024;13:41:27;???
23112024;13:41:28;???
23112024;13:41:29;???
23112024;13:41:30;???
23112024;13:41:30;???
23112024;13:41:31;???
23112024;13:44:41;???
23112024;13:44:43;???
23112024;13:44:44;???
23112024;13:44:45;???
23112024;13:44:46;???
23112024;13:44:47;???
23112024;13:44:48;???
23112024;13:44:49;???
23112024;13:44:50;???
23112024;13:44:51;???
23112024;13:44:52;???
23112024;13:44:53;???
23112024;13:44:54;???
23112024;13:44:55;???
23112024;14:01:12;???
23112024;14:01:13;???
23112024;14:01:14;???
23112024;14:01:15;???
23112024;14:01:16;???
23112024;14:01:17;???
23112024;14:01:18;???
23112024;14:01:19;???
23112024;14:01:20;???
23112024;14:01:21;???
23112024;14:01:22;???
23112024;14:01:23;???
23112024;14:01:24;???
23112024;14:01:25;???
23112024;14:01:26;???
23112024;14:01:27;???
23112024;14:01:28;???
23112024;14:02:34;888
23112024;14:02:35;888
23112024;14:02:36;888
23112024;14:02:37;888
23112024;14:02:38;888
23112024;14:02:39;888
23112024;14:02:40;888
23112024;14:02:41;888
23112024;14:02:42;888
23112024;14:02:43;888
23112024;14:03:12;888
23112024;14:03:13;888
23112024;14:03:14;888
23112024;14:03:15;888
23112024;14:03:16;888
23112024;14:03:17;888
23112024;14:03:18;888
23112024;14:03:19;888
23112024;14:03:20;888
23112024;14:03:21;888
23112024;14:03:22;888
23112024;14:03:45;???
23112024;14:03:46;???
23112024;14:03:47;???
23112024;14:03:48;???
23112024;14:03:55;888
23112024;14:03:56;888
23112024;14:03:57;888
23112024;14:03:58;888
23112024;14:03:59;888
23112024;14:04:00;888
23112024;14:04:01;888
23112024;14:04:02;888
23112024;14:04:03;888
23112024;14:04:04;888
23112024;14:04:05;888
23112024;14:04:06;888
23112024;14:04:07;888
23112024;14:04:08;888
23112024;14:04:09;888
23112024;14:04:10;888
23112024;14:04:11;888
23112024;14:04:12;888
23112024;14:04:13;888
23112024;14:04:15;888
23112024;14:08:57;888
23112024;14:08:58;888
23112024;14:08:59;888
23112024;14:09:00;888
23112024;14:09:01;888
23112024;14:09:02;888
23112024;14:09:03;888
23112024;14:09:04;888
23112024;14:09:05;888
23112024;14:09:06;888
23112024;14:09:07;888
23112024;14:09:08;888
23112024;14:09:09;888
23112024;14:09:10;888
23112024;14:09:11;888
23112024;14:09:12;888
23112024;14:09:13;888
23112024;14:09:14;888
23112024;14:09:15;888
23112024;14:09:16;888
23112024;14:09:17;888
23112024;14:09:18;888
23112024;14:09:19;888
23112024;14:09:20;888
